query_text,department
"rash, chest pain, back pain, anxiety",Pulmonology
"shortness of breath, dizziness, muscle pain, chest pain, swelling, diarrhea",Pulmonology
"fatigue, back pain, rash, joint pain, sore throat, vomiting, muscle pain",Pulmonology
"insomnia, back pain, headache, anxiety",Orthopedics
"fever, abdominal pain, chest pain, joint pain, insomnia, back pain",Orthopedics
"chest pain, sweating, swelling, abdominal pain",Neurology
"sneezing, anxiety, sweating, appetite loss, tremors, fatigue, back pain",Pulmonology
"weight loss, sore throat, dizziness, blurred vision, nausea",Psychiatry
"rash, back pain, nausea",Pulmonology
"depression, back pain, vomiting, swelling, muscle pain, sore throat",ENT
"cough, appetite loss, tremors, sweating, joint pain",General Medicine
"vomiting, joint pain, nausea, depression",Psychiatry
"appetite loss, sweating, runny nose, weight gain, anxiety, sore throat, fatigue",Psychiatry
"diarrhea, muscle pain, joint pain, sore throat, anxiety, blurred vision",ENT
"weight gain, muscle pain, appetite loss, anxiety, runny nose, abdominal pain",ENT
"sneezing, fatigue, swelling, shortness of breath, sore throat, muscle pain",ENT
"weight gain, sneezing, cough, runny nose, vomiting",ENT
"insomnia, back pain, headache",Orthopedics
"appetite loss, runny nose, depression, fever, anxiety, joint pain, headache",ENT
"sneezing, vomiting, shortness of breath, weight gain, anxiety, headache",Psychiatry
"abdominal pain, muscle pain, back pain, sore throat, runny nose, tremors",ENT
"weight loss, rash, depression, fatigue, headache",Gastroenterology
"abdominal pain, sweating, sneezing, diarrhea, appetite loss, fever",Gastroenterology
"runny nose, sneezing, fatigue, blurred vision, swelling, rash, abdominal pain",ENT
"swelling, sneezing, weight loss, appetite loss",Psychiatry
"abdominal pain, diarrhea, vomiting, blurred vision, weight gain, insomnia, back pain",Gastroenterology
"vomiting, muscle pain, abdominal pain, sweating, shortness of breath, nausea, fatigue",Pulmonology
"blurred vision, appetite loss, joint pain, sore throat",Pulmonology
"abdominal pain, blurred vision, headache, sneezing",Pulmonology
"vomiting, anxiety, weight gain, appetite loss, weight loss",Gastroenterology
"diarrhea, appetite loss, nausea, muscle pain, chest pain, sweating",Gastroenterology
"runny nose, vomiting, fever, sore throat, shortness of breath, headache",ENT
"sneezing, insomnia, anxiety, shortness of breath",Pulmonology
"sore throat, blurred vision, back pain, appetite loss, joint pain, headache",Pulmonology
"joint pain, shortness of breath, fatigue, diarrhea, sore throat",General Medicine
"swelling, cough, back pain, headache, anxiety, blurred vision",Orthopedics
"fatigue, vomiting, back pain, rash, tremors",Orthopedics
"sore throat, insomnia, shortness of breath",ENT
"sore throat, cough, muscle pain, depression, dizziness, weight gain, rash",ENT
"sweating, vomiting, insomnia, headache, muscle pain, nausea",General Medicine
"back pain, sweating, depression, chest pain, vomiting",Orthopedics
"nausea, sneezing, weight loss",Gastroenterology
"chest pain, tremors, cough, joint pain",Pulmonology
"anxiety, back pain, shortness of breath, blurred vision, rash",Orthopedics
"vomiting, swelling, fever, sneezing",General Medicine
"joint pain, chest pain, cough, back pain, fever",Endocrinology
"abdominal pain, joint pain, sneezing, anxiety, dizziness",Pulmonology
"depression, weight loss, sneezing",Endocrinology
"fever, runny nose, dizziness, sneezing, muscle pain",Gastroenterology
"tremors, swelling, weight gain, nausea",Gastroenterology
"weight gain, joint pain, chest pain",Psychiatry
"sore throat, weight gain, blurred vision, tremors, muscle pain",ENT
"headache, muscle pain, insomnia, dizziness",Endocrinology
"anxiety, nausea, muscle pain, joint pain, headache, chest pain, diarrhea",Orthopedics
"runny nose, appetite loss, weight loss",Endocrinology
"weight loss, anxiety, blurred vision",Neurology
"joint pain, fatigue, chest pain, muscle pain, anxiety, headache, insomnia",General Medicine
"diarrhea, sweating, insomnia, joint pain, weight loss, runny nose, rash",Pulmonology
"blurred vision, abdominal pain, sneezing, muscle pain",Endocrinology
"chest pain, sneezing, appetite loss, sore throat, weight loss",Cardiology
"diarrhea, anxiety, cough",Pulmonology
"muscle pain, headache, blurred vision, back pain, abdominal pain, appetite loss, diarrhea",General Medicine
"fatigue, chest pain, nausea, runny nose, cough, weight gain",General Medicine
"blurred vision, sore throat, headache, dizziness",Pulmonology
"diarrhea, dizziness, vomiting, depression, headache",Psychiatry
"muscle pain, joint pain, blurred vision, nausea, insomnia, cough",Endocrinology
"appetite loss, swelling, sweating, cough, anxiety, fever",Pulmonology
"appetite loss, chest pain, sore throat, sweating, blurred vision",Neurology
"rash, cough, headache",Dermatology
"rash, tremors, appetite loss, shortness of breath, back pain",Orthopedics
"depression, shortness of breath, sore throat",ENT
"weight loss, sneezing, muscle pain, chest pain, back pain, appetite loss, abdominal pain",Orthopedics
"anxiety, blurred vision, dizziness, headache, joint pain",Orthopedics
"back pain, abdominal pain, rash",Orthopedics
"shortness of breath, fatigue, vomiting, sneezing, headache, weight loss",Endocrinology
"sore throat, chest pain, shortness of breath, weight loss",Endocrinology
"abdominal pain, cough, nausea, anxiety, dizziness, rash",Dermatology
"blurred vision, back pain, swelling, depression, anxiety, runny nose, dizziness",ENT
"cough, sweating, tremors, rash, muscle pain, headache",Gastroenterology
"muscle pain, cough, blurred vision",Pulmonology
"insomnia, diarrhea, weight gain, back pain, dizziness, depression, muscle pain",Endocrinology
"appetite loss, fatigue, fever, swelling, vomiting",Pulmonology
"insomnia, headache, fatigue, sweating, fever, anxiety, muscle pain",General Medicine
"blurred vision, sneezing, runny nose",General Medicine
"rash, appetite loss, dizziness",Dermatology
"insomnia, chest pain, sneezing, muscle pain, sweating, swelling, anxiety",Cardiology
"appetite loss, rash, anxiety, blurred vision, insomnia, fever, weight gain",Dermatology
"sweating, fever, weight gain, dizziness, anxiety, back pain, cough",Endocrinology
"sweating, headache, joint pain, tremors",Orthopedics
"back pain, fatigue, cough, diarrhea, rash",Endocrinology
"appetite loss, cough, diarrhea, tremors, fever, nausea",Neurology
"muscle pain, insomnia, anxiety, back pain, tremors, weight loss",Pulmonology
"muscle pain, chest pain, sore throat",Endocrinology
"sneezing, nausea, sweating, chest pain, abdominal pain, dizziness",Endocrinology
"cough, vomiting, shortness of breath, sweating, chest pain, weight gain",Pulmonology
"cough, diarrhea, depression",Pulmonology
"dizziness, weight loss, diarrhea",General Medicine
"sweating, weight gain, shortness of breath, diarrhea, depression",Psychiatry
"muscle pain, vomiting, joint pain",Gastroenterology
"tremors, blurred vision, nausea, abdominal pain, joint pain, vomiting, back pain",Orthopedics
"shortness of breath, insomnia, sore throat, appetite loss",Pulmonology
"appetite loss, fatigue, depression, joint pain, rash",Orthopedics
"sweating, fever, rash, chest pain",Cardiology
"fatigue, shortness of breath, abdominal pain, headache, joint pain",Orthopedics
"weight gain, appetite loss, depression",General Medicine
"sore throat, sneezing, fatigue",Cardiology
"sneezing, diarrhea, fatigue, blurred vision, tremors, chest pain",Cardiology
"fatigue, swelling, blurred vision, appetite loss",Gastroenterology
"back pain, anxiety, diarrhea, muscle pain, fever, weight gain",Psychiatry
"tremors, anxiety, rash, fatigue",Neurology
"depression, tremors, weight gain, weight loss",Psychiatry
"vomiting, dizziness, anxiety, chest pain, fatigue, headache",Gastroenterology
"tremors, rash, joint pain, swelling, runny nose, chest pain",Psychiatry
"cough, anxiety, joint pain, shortness of breath, headache, back pain",Endocrinology
"sore throat, muscle pain, fever, vomiting, fatigue",Neurology
"shortness of breath, headache, back pain, vomiting, weight loss",Pulmonology
"cough, diarrhea, headache, sneezing, blurred vision",Psychiatry
"shortness of breath, nausea, headache, rash, swelling, weight gain",Cardiology
"nausea, depression, fever, sneezing, chest pain, shortness of breath, sore throat",Pulmonology
"joint pain, nausea, anxiety, insomnia, blurred vision, sneezing, abdominal pain",Orthopedics
"chest pain, dizziness, vomiting, abdominal pain, fatigue, nausea, weight gain",General Medicine
"appetite loss, cough, shortness of breath, blurred vision, fever, swelling",Pulmonology
"weight gain, diarrhea, back pain, muscle pain, weight loss, runny nose, cough",ENT
"blurred vision, sore throat, weight loss, tremors, shortness of breath",Pulmonology
"cough, dizziness, shortness of breath",Cardiology
"headache, nausea, blurred vision, sweating",Pulmonology
"headache, runny nose, nausea, chest pain",Endocrinology
"tremors, cough, diarrhea, abdominal pain, weight gain",General Medicine
"anxiety, weight gain, dizziness, nausea, blurred vision",Gastroenterology
"sneezing, depression, chest pain, swelling, nausea, back pain",Cardiology
"chest pain, weight loss, shortness of breath, diarrhea, rash, fatigue",Pulmonology
"headache, joint pain, cough, dizziness, swelling, diarrhea",Endocrinology
"abdominal pain, dizziness, weight gain, appetite loss, fatigue, depression, tremors",Gastroenterology
"sneezing, runny nose, insomnia, shortness of breath, back pain",Pulmonology
"dizziness, vomiting, blurred vision, anxiety, fatigue, back pain, sore throat",Psychiatry
"headache, back pain, sweating, sore throat",Psychiatry
"muscle pain, headache, rash, sore throat, weight gain, runny nose",Pulmonology
"headache, appetite loss, depression",General Medicine
"vomiting, fatigue, headache, muscle pain",General Medicine
"fever, cough, runny nose",Neurology
"sneezing, sore throat, fever, rash, shortness of breath, abdominal pain, chest pain",Neurology
"cough, tremors, weight loss, joint pain, muscle pain, back pain, dizziness",Orthopedics
"anxiety, diarrhea, joint pain, headache",Gastroenterology
"vomiting, joint pain, shortness of breath, swelling, muscle pain, weight gain, rash",Pulmonology
"rash, blurred vision, weight gain, headache, fever, tremors",Dermatology
"cough, runny nose, vomiting, headache, rash",Neurology
"insomnia, depression, anxiety, cough",Pulmonology
"headache, rash, nausea, vomiting, tremors, cough, anxiety",Dermatology
"runny nose, headache, dizziness, appetite loss",ENT
"swelling, cough, fever, tremors",Pulmonology
"abdominal pain, nausea, headache, sneezing, insomnia",Neurology
"diarrhea, sore throat, sneezing, abdominal pain, dizziness, swelling, appetite loss",ENT
"cough, rash, diarrhea, weight loss, joint pain",Cardiology
"fever, insomnia, vomiting, sneezing, depression, appetite loss",Gastroenterology
"sweating, headache, weight loss, cough, vomiting, muscle pain",Pulmonology
"weight gain, shortness of breath, insomnia, joint pain, back pain, rash, cough",Orthopedics
"abdominal pain, headache, nausea, vomiting, depression, anxiety",Gastroenterology
"weight loss, diarrhea, chest pain",Gastroenterology
"anxiety, rash, insomnia, diarrhea",Dermatology
"weight loss, tremors, sneezing, appetite loss, runny nose",Pulmonology
"shortness of breath, fatigue, abdominal pain, weight loss, diarrhea, joint pain, appetite loss",Orthopedics
"abdominal pain, blurred vision, back pain, cough, weight gain, vomiting, nausea",Orthopedics
"chest pain, back pain, abdominal pain, swelling, tremors",Orthopedics
"headache, sweating, dizziness, blurred vision, diarrhea",Psychiatry
"dizziness, headache, fever, swelling, tremors",Endocrinology
"vomiting, back pain, sneezing, muscle pain, cough, insomnia",Orthopedics
"vomiting, tremors, diarrhea",Neurology
"swelling, vomiting, depression, joint pain, sweating, cough, back pain",Gastroenterology
"abdominal pain, back pain, tremors, muscle pain, runny nose",Neurology
"joint pain, headache, back pain, weight loss",Orthopedics
"back pain, dizziness, fever, muscle pain, cough, blurred vision",Pulmonology
"insomnia, anxiety, depression, blurred vision, rash, sore throat",ENT
"swelling, shortness of breath, nausea",Pulmonology
"runny nose, shortness of breath, joint pain",Cardiology
"weight loss, joint pain, chest pain, sweating",Orthopedics
"blurred vision, swelling, fatigue, nausea, runny nose, back pain, anxiety",ENT
"dizziness, tremors, abdominal pain, anxiety, weight loss, appetite loss",Neurology
"blurred vision, headache, sneezing, cough, chest pain, anxiety",Pulmonology
"swelling, appetite loss, rash, muscle pain, headache, diarrhea, blurred vision",Pulmonology
"joint pain, sneezing, nausea",Orthopedics
"fatigue, back pain, anxiety, rash, sore throat",ENT
"rash, headache, anxiety, cough, depression",Dermatology
"depression, fever, rash, sneezing",Dermatology
"insomnia, headache, tremors, sweating, muscle pain, diarrhea, fever",Cardiology
"depression, sneezing, sore throat, sweating",Neurology
"shortness of breath, swelling, back pain, joint pain, fatigue, headache, depression",Orthopedics
"insomnia, tremors, fatigue, blurred vision, nausea, vomiting, swelling",Gastroenterology
"sweating, vomiting, cough",Pulmonology
"joint pain, diarrhea, insomnia, sore throat, chest pain",Endocrinology
"vomiting, cough, abdominal pain, appetite loss, fever",Pulmonology
"sweating, muscle pain, sore throat, runny nose, sneezing, weight loss",Endocrinology
"weight gain, diarrhea, sweating, headache, appetite loss, shortness of breath, rash",Pulmonology
"insomnia, sore throat, back pain, sneezing",ENT
"nausea, appetite loss, fatigue, back pain, shortness of breath, tremors",Pulmonology
"dizziness, runny nose, fever, sneezing, muscle pain, headache",General Medicine
"muscle pain, vomiting, tremors",Gastroenterology
"chest pain, nausea, sore throat",ENT
"tremors, shortness of breath, sore throat",Pulmonology
"abdominal pain, nausea, fever, insomnia, weight gain",Gastroenterology
"shortness of breath, rash, fatigue, joint pain, anxiety",Orthopedics
"fever, anxiety, headache, vomiting, back pain, abdominal pain",Orthopedics
"sweating, diarrhea, appetite loss, nausea, depression, tremors, swelling",Psychiatry
"runny nose, sweating, fever, anxiety, weight loss, weight gain",ENT
"headache, rash, blurred vision, swelling, sore throat",ENT
"abdominal pain, weight loss, tremors, sore throat, insomnia",Cardiology
"headache, shortness of breath, weight loss, weight gain, anxiety",Gastroenterology
"vomiting, fever, swelling",Neurology
"abdominal pain, fever, chest pain, swelling, sore throat, fatigue, nausea",ENT
"cough, weight gain, insomnia",Pulmonology
"cough, blurred vision, appetite loss",Pulmonology
"muscle pain, tremors, blurred vision, anxiety, sneezing",Neurology
"weight gain, appetite loss, vomiting, fatigue, muscle pain",Cardiology
"weight gain, fever, weight loss, dizziness, runny nose",ENT
"fatigue, dizziness, sweating, muscle pain, chest pain, abdominal pain",Neurology
"headache, blurred vision, shortness of breath, swelling",Cardiology
"muscle pain, fever, weight gain, anxiety, vomiting, blurred vision, depression",Gastroenterology
"vomiting, cough, anxiety, headache, muscle pain",Cardiology
"shortness of breath, fever, fatigue, appetite loss",Neurology
"weight loss, fatigue, cough, sore throat",ENT
"back pain, vomiting, blurred vision, depression",Orthopedics
"insomnia, nausea, dizziness, weight loss, tremors",Pulmonology
"swelling, sneezing, diarrhea, anxiety, cough, vomiting",Pulmonology
"shortness of breath, cough, runny nose, diarrhea, chest pain, swelling, sore throat",General Medicine
"depression, runny nose, blurred vision, vomiting, shortness of breath",Neurology
"blurred vision, runny nose, dizziness, insomnia, weight loss, anxiety",ENT
"headache, insomnia, depression, sneezing, cough",Gastroenterology
"depression, appetite loss, sweating, nausea, cough, back pain",Neurology
"swelling, weight loss, appetite loss, abdominal pain, back pain, anxiety",Orthopedics
"diarrhea, dizziness, blurred vision, swelling, sweating",Gastroenterology
"sneezing, tremors, muscle pain, runny nose, blurred vision, sore throat, nausea",Pulmonology
"back pain, sore throat, rash, diarrhea, depression",Pulmonology
"back pain, cough, appetite loss, runny nose, vomiting, joint pain",ENT
"sneezing, headache, shortness of breath, runny nose",ENT
"sneezing, shortness of breath, rash, fever, runny nose, sore throat",ENT
"rash, headache, muscle pain, insomnia",Dermatology
"dizziness, runny nose, muscle pain, insomnia, abdominal pain, fatigue",Gastroenterology
"muscle pain, sweating, dizziness, insomnia, rash",General Medicine
"fever, sneezing, appetite loss, back pain, shortness of breath",Orthopedics
"runny nose, nausea, insomnia, tremors, fever, sneezing, depression",Cardiology
"rash, anxiety, depression, sweating",Cardiology
"chest pain, shortness of breath, weight loss, headache, diarrhea, blurred vision, swelling",Cardiology
"sore throat, cough, joint pain, vomiting, sneezing, abdominal pain",Pulmonology
"abdominal pain, appetite loss, weight gain, diarrhea, weight loss, vomiting",Neurology
"swelling, shortness of breath, vomiting, depression, dizziness",Psychiatry
"shortness of breath, swelling, cough, rash, weight loss, abdominal pain, runny nose",ENT
"back pain, sore throat, weight gain, vomiting, fatigue, weight loss, depression",ENT
"dizziness, fatigue, weight gain, cough",Pulmonology
"chest pain, shortness of breath, fever, insomnia",Cardiology
"tremors, weight loss, back pain, anxiety",Endocrinology
"runny nose, insomnia, abdominal pain, sneezing",Cardiology
"back pain, abdominal pain, cough, dizziness, sweating",Orthopedics
"abdominal pain, anxiety, blurred vision, dizziness, weight gain, tremors, sore throat",General Medicine
"anxiety, dizziness, sore throat, rash, muscle pain",ENT
"tremors, nausea, runny nose, vomiting",ENT
"chest pain, runny nose, cough, shortness of breath, abdominal pain, sneezing",ENT
"shortness of breath, insomnia, weight loss",Neurology
"chest pain, depression, shortness of breath, runny nose, muscle pain, vomiting, blurred vision",ENT
"weight gain, diarrhea, abdominal pain, fever, shortness of breath, runny nose, cough",Neurology
"muscle pain, fever, shortness of breath, weight gain, fatigue, swelling",Cardiology
"fever, appetite loss, dizziness, runny nose, weight gain, insomnia",ENT
"cough, back pain, nausea, sneezing, sweating, sore throat, diarrhea",ENT
"rash, sneezing, abdominal pain, chest pain, sore throat",Pulmonology
"headache, sore throat, fatigue, diarrhea",ENT
"anxiety, depression, back pain, sore throat, weight loss, joint pain",Neurology
"appetite loss, chest pain, sore throat, blurred vision, weight gain, dizziness, sneezing",ENT
"weight loss, dizziness, back pain, abdominal pain, insomnia, depression",Pulmonology
"back pain, joint pain, weight gain, abdominal pain",Psychiatry
"vomiting, back pain, tremors, chest pain, fever",General Medicine
"weight gain, nausea, sweating, depression, appetite loss",Neurology
"swelling, cough, sneezing",Neurology
"shortness of breath, rash, joint pain, sore throat",ENT
"insomnia, nausea, joint pain, runny nose, chest pain, tremors",ENT
"anxiety, joint pain, headache, dizziness",Endocrinology
"runny nose, tremors, weight loss",ENT
"sneezing, fatigue, dizziness, nausea",Gastroenterology
"back pain, headache, muscle pain, vomiting",Neurology
"fatigue, joint pain, weight loss, sore throat, vomiting, appetite loss",Pulmonology
"appetite loss, sneezing, abdominal pain",Neurology
"depression, dizziness, fever, vomiting, runny nose",ENT
"nausea, sore throat, swelling, fatigue, blurred vision",Gastroenterology
"anxiety, appetite loss, joint pain, sore throat, chest pain, shortness of breath",Gastroenterology
"weight gain, tremors, sneezing, anxiety, weight loss, chest pain",Gastroenterology
"sneezing, blurred vision, anxiety, sore throat",Endocrinology
"muscle pain, rash, dizziness, cough, joint pain",Orthopedics
"fever, muscle pain, weight loss",Endocrinology
"vomiting, nausea, cough, chest pain",General Medicine
"headache, shortness of breath, runny nose, sweating",ENT
"abdominal pain, dizziness, cough, sore throat, vomiting",Neurology
"fever, weight loss, anxiety, diarrhea, headache",Gastroenterology
"back pain, blurred vision, weight loss, insomnia, sweating",Neurology
"diarrhea, nausea, joint pain, anxiety, chest pain, shortness of breath, insomnia",Pulmonology
"headache, weight gain, fatigue",Pulmonology
"muscle pain, depression, dizziness, abdominal pain, vomiting, sweating",Gastroenterology
"abdominal pain, swelling, muscle pain, headache, fever, tremors",General Medicine
"weight gain, sneezing, anxiety, vomiting, shortness of breath, weight loss, swelling",Pulmonology
"sneezing, shortness of breath, headache",Neurology
"runny nose, rash, cough",ENT
"runny nose, tremors, rash, cough, diarrhea",Gastroenterology
"fatigue, rash, runny nose, vomiting, muscle pain, back pain, chest pain",ENT
"weight loss, fever, fatigue, nausea, sweating, back pain",Orthopedics
"depression, fatigue, blurred vision, anxiety, runny nose, cough, insomnia",ENT
"dizziness, chest pain, sweating, cough, weight loss, back pain, blurred vision",Gastroenterology
"nausea, sore throat, appetite loss, weight gain, vomiting, fever",Cardiology
"abdominal pain, depression, chest pain",Psychiatry
"fever, blurred vision, sweating, chest pain, muscle pain, nausea",Gastroenterology
"chest pain, diarrhea, headache, nausea, fatigue, rash, joint pain",Orthopedics
"muscle pain, abdominal pain, headache, depression, rash, appetite loss",Dermatology
"swelling, chest pain, sneezing, vomiting, blurred vision",Pulmonology
"dizziness, appetite loss, runny nose, rash, diarrhea",ENT
"muscle pain, rash, blurred vision",Gastroenterology
"sweating, fever, sneezing, depression, shortness of breath, back pain, diarrhea",Psychiatry
"blurred vision, swelling, fever, nausea",Gastroenterology
"diarrhea, insomnia, back pain, runny nose",Pulmonology
"appetite loss, cough, insomnia, nausea, tremors, muscle pain",Pulmonology
"cough, muscle pain, tremors, swelling",Gastroenterology
"fever, appetite loss, joint pain",Orthopedics
"sneezing, insomnia, depression, runny nose, dizziness, vomiting",ENT
"insomnia, depression, sneezing, vomiting",Gastroenterology
"weight loss, dizziness, blurred vision, insomnia, sneezing, nausea",Pulmonology
"sweating, back pain, shortness of breath",Orthopedics
"sore throat, runny nose, back pain, chest pain, nausea, vomiting, weight loss",ENT
"sore throat, weight gain, tremors, abdominal pain, cough, sweating, weight loss",ENT
"blurred vision, headache, runny nose, swelling, dizziness",Gastroenterology
"fever, shortness of breath, fatigue",Pulmonology
"tremors, joint pain, swelling, nausea",Cardiology
"joint pain, anxiety, headache",Pulmonology
"weight loss, anxiety, diarrhea, insomnia",General Medicine
"depression, shortness of breath, weight gain, fever, diarrhea, muscle pain",Pulmonology
"abdominal pain, tremors, anxiety, sneezing, headache, weight gain",Pulmonology
"sore throat, cough, weight loss",ENT
"swelling, sneezing, shortness of breath, chest pain, abdominal pain",Pulmonology
"sore throat, blurred vision, sneezing, fatigue, appetite loss, shortness of breath, back pain",ENT
"anxiety, nausea, diarrhea, headache, abdominal pain, rash",Psychiatry
"headache, vomiting, fever, blurred vision, dizziness, runny nose",ENT
"nausea, joint pain, muscle pain, anxiety, diarrhea, fatigue",General Medicine
"nausea, blurred vision, depression, fatigue, abdominal pain",Gastroenterology
"rash, joint pain, vomiting, weight gain, shortness of breath, insomnia, weight loss",Orthopedics
"vomiting, back pain, chest pain, weight gain, cough",Orthopedics
"swelling, tremors, weight gain, sweating, nausea, muscle pain",Gastroenterology
"vomiting, fever, shortness of breath, fatigue, sweating, rash, chest pain",Dermatology
"fever, sore throat, anxiety, diarrhea, depression, runny nose",ENT
"dizziness, depression, swelling, muscle pain, joint pain, weight loss",Orthopedics
"blurred vision, back pain, runny nose, sweating, fatigue",ENT
"fever, muscle pain, rash, dizziness, cough, nausea, sweating",Dermatology
"sore throat, shortness of breath, muscle pain, insomnia",ENT
"runny nose, joint pain, rash",ENT
"rash, abdominal pain, sore throat, blurred vision, vomiting, chest pain",ENT
"tremors, runny nose, back pain, joint pain, appetite loss, nausea",Cardiology
"joint pain, muscle pain, insomnia, diarrhea, runny nose, weight loss, sweating",ENT
"rash, anxiety, sneezing, swelling, muscle pain",Psychiatry
"anxiety, rash, appetite loss, fever, joint pain",General Medicine
"sweating, sore throat, back pain, anxiety, insomnia",Endocrinology
"muscle pain, dizziness, appetite loss, nausea, anxiety",Gastroenterology
"depression, vomiting, joint pain",Neurology
"swelling, blurred vision, shortness of breath",Neurology
"diarrhea, vomiting, weight loss, tremors, weight gain, dizziness, cough",Pulmonology
"insomnia, nausea, tremors, joint pain, vomiting, appetite loss",Neurology
"back pain, cough, vomiting, blurred vision, sweating",Orthopedics
"sore throat, chest pain, sweating, nausea, fever",ENT
"fever, joint pain, sneezing, appetite loss, diarrhea, muscle pain, weight loss",Orthopedics
"swelling, depression, chest pain, runny nose, muscle pain, fatigue",ENT
"weight gain, insomnia, swelling, sneezing, vomiting",Neurology
"fatigue, sore throat, cough, rash, headache, sweating, nausea",ENT
"muscle pain, back pain, tremors, sneezing, abdominal pain, joint pain",Orthopedics
"swelling, joint pain, chest pain, rash, vomiting, diarrhea",Neurology
"fatigue, cough, appetite loss, runny nose",ENT
"fever, vomiting, sore throat, cough, sneezing, runny nose",ENT
"diarrhea, weight gain, muscle pain, shortness of breath",Gastroenterology
"sneezing, appetite loss, swelling, rash",Pulmonology
"nausea, runny nose, swelling",Neurology
"dizziness, nausea, rash, sore throat",ENT
"sweating, rash, dizziness, chest pain, back pain, joint pain",Neurology
"rash, insomnia, weight loss, runny nose, cough, fatigue",ENT
"cough, vomiting, shortness of breath, fatigue, swelling, joint pain",Neurology
"sore throat, fever, abdominal pain",Pulmonology
"dizziness, swelling, insomnia, depression",Gastroenterology
"appetite loss, back pain, dizziness",Orthopedics
"vomiting, appetite loss, weight loss, insomnia, chest pain, sore throat",Neurology
"chest pain, appetite loss, fatigue, anxiety, shortness of breath, back pain, runny nose",ENT
"sneezing, weight gain, nausea, diarrhea, insomnia",Gastroenterology
"dizziness, sneezing, muscle pain, blurred vision, weight loss, rash, vomiting",Cardiology
"joint pain, headache, blurred vision, shortness of breath, fatigue",Cardiology
"joint pain, diarrhea, fatigue, weight loss, depression, weight gain, nausea",Orthopedics
"depression, rash, muscle pain, abdominal pain, sneezing, weight gain, joint pain",Orthopedics
"blurred vision, anxiety, back pain, sweating, rash, joint pain",Cardiology
"dizziness, back pain, blurred vision, anxiety, insomnia, muscle pain, appetite loss",Endocrinology
"tremors, vomiting, blurred vision, depression, swelling, chest pain",Pulmonology
"back pain, shortness of breath, abdominal pain, fever, fatigue, cough",Psychiatry
"chest pain, appetite loss, headache, insomnia, back pain, joint pain, tremors",Pulmonology
"rash, weight loss, diarrhea",Dermatology
"swelling, weight loss, abdominal pain, fever, blurred vision, sweating",General Medicine
"back pain, runny nose, diarrhea, insomnia",ENT
"muscle pain, blurred vision, runny nose",ENT
"anxiety, sore throat, tremors",Gastroenterology
"nausea, joint pain, fatigue, appetite loss, anxiety, blurred vision, weight loss",General Medicine
"muscle pain, blurred vision, cough, appetite loss, joint pain",Psychiatry
"diarrhea, headache, back pain, vomiting",Orthopedics
"joint pain, blurred vision, dizziness, insomnia",Pulmonology
"back pain, sneezing, vomiting, fatigue, sore throat, tremors, nausea",ENT
"fatigue, joint pain, diarrhea, sore throat",Endocrinology
"anxiety, tremors, diarrhea",Gastroenterology
"diarrhea, tremors, shortness of breath, fever, anxiety, blurred vision",Pulmonology
"chest pain, muscle pain, weight gain, nausea, diarrhea",Gastroenterology
"headache, shortness of breath, tremors, weight gain, back pain, swelling",Orthopedics
"weight gain, fever, tremors, runny nose",Psychiatry
"vomiting, tremors, abdominal pain, depression, anxiety, sore throat",ENT
"fever, nausea, sweating",Gastroenterology
"fever, anxiety, appetite loss, swelling, insomnia, vomiting",General Medicine
"blurred vision, tremors, diarrhea, joint pain",Orthopedics
"vomiting, weight loss, sore throat, weight gain",ENT
"runny nose, rash, sore throat, blurred vision, insomnia, dizziness, nausea",Cardiology
"weight gain, runny nose, headache, rash, fever, joint pain, sweating",Gastroenterology
"tremors, insomnia, swelling, diarrhea",Gastroenterology
"fatigue, diarrhea, chest pain, joint pain",Orthopedics
"blurred vision, sore throat, dizziness",ENT
"weight loss, diarrhea, sweating, vomiting, blurred vision",Gastroenterology
"sweating, anxiety, fever",Gastroenterology
"chest pain, depression, appetite loss, weight loss, anxiety, diarrhea, sweating",Pulmonology
"diarrhea, tremors, insomnia",Gastroenterology
"weight gain, sore throat, depression, vomiting, chest pain, muscle pain, weight loss",ENT
"joint pain, rash, sore throat",General Medicine
"sweating, chest pain, sneezing, headache, muscle pain, appetite loss",Pulmonology
"depression, vomiting, weight loss, muscle pain, joint pain",Neurology
"runny nose, vomiting, sweating",Neurology
"weight loss, fever, back pain",Orthopedics
"fatigue, joint pain, anxiety, abdominal pain",Orthopedics
"swelling, weight gain, back pain, rash, diarrhea, blurred vision, chest pain",Neurology
"dizziness, muscle pain, joint pain",Pulmonology
"appetite loss, sweating, nausea, joint pain, runny nose",ENT
"depression, cough, appetite loss, vomiting",Gastroenterology
"shortness of breath, depression, muscle pain",Psychiatry
"fever, fatigue, weight gain",Gastroenterology
"tremors, muscle pain, headache, runny nose, fatigue",ENT
"tremors, fever, rash, weight gain",Psychiatry
"sweating, sneezing, back pain, nausea, diarrhea",Pulmonology
"appetite loss, runny nose, chest pain, headache, depression",Endocrinology
"tremors, weight gain, blurred vision, dizziness, anxiety, sneezing, chest pain",Pulmonology
"chest pain, muscle pain, insomnia, rash, joint pain, vomiting, fatigue",Orthopedics
"nausea, depression, weight loss, insomnia",Psychiatry
"headache, muscle pain, swelling, diarrhea, blurred vision, back pain",Orthopedics
"abdominal pain, fever, insomnia, nausea",Neurology
"insomnia, headache, rash",Cardiology
"swelling, weight gain, blurred vision, tremors",General Medicine
